,pc1,pc2,Categorias
0,5.519323957032017,-2.0399753770012534,0
1,3.9050315053445375,0.1877842155910639,0
2,-1.2834707482459355,0.027679095622141714,1
3,0.47184714085556423,2.534635143164654,2
4,-1.5003048618296164,-1.2262087465930427,1
5,-0.21598517524015726,1.9710997431265342,2
6,-0.6704909785036339,-1.5241940912442775,1
7,1.6643726165876098,-2.3044765329245016,0
8,7.443255530699621,-2.820620892171558,0
9,-1.738756405411771,1.1545821682561648,1
10,4.915515413467323,1.6076327472467695,0
11,-1.5647748402180912,-0.061270097873905235,1
12,-2.435213280951969,-0.1843350135402331,1
13,-2.3123566155146853,-0.17131582271168055,1
14,-2.149010248515566,-0.011297413886687105,1
15,-1.6686304097791087,-0.5353577372423952,1
16,2.212649955800963,1.2003225676148614,2
17,-2.6957790020373618,-0.7346139618647254,1
18,-1.8173151095544648,0.254444915515137,1
19,1.6643726165876098,-2.3044765329245016,0
20,-1.9031585983589343,0.8050434647443984,1
21,-1.9070430262903888,0.9197601460783698,1
22,3.1292749031991676,-2.7191844416554805,0
23,-1.8448050521074666,0.2700461861395002,1
24,-2.270196683252901,-1.2614533575426345,1
25,-0.8104144957324241,2.1869846466171032,2
26,-1.2714083513639163,1.0054247445840945,1
27,-1.5704498313263795,0.2543185366362979,1
28,-2.0344199078106713,-0.466128668635452,1
29,5.0614300413482916,0.13933874554137626,0
30,-2.689208496756805,0.29982040925201126,1
31,-2.305662143519824,-0.7422253267849372,1
32,2.136106852503051,4.4555006174897205,2
33,-0.3296568514693579,3.1250758134404473,2
34,-2.0635606744051036,1.135837045502499,1
35,4.844685235398519,0.7728279441050048,0
36,1.4253070858953314,-1.1371706701667077,2
37,0.3167497218432016,1.1898413337530942,2
38,0.1681254499842295,-1.8664920855832177,1
39,5.440319068288008,-1.0501768791576822,0
40,-2.0337318498761063,-0.3957896612816713,1
41,2.6644091555606133,0.7692460412036641,0
42,-1.8803007719981202,1.1032312411736882,1
43,-1.5355759636244224,-0.3517033593383734,1
44,0.2978848946051915,1.9371904439234935,2
45,-2.568938079358155,0.4906487849664316,1
46,-2.1812554904467416,1.0731332015969235,1
47,1.2656045226543964,2.1675048227539477,2
48,1.1222839190707738,0.3934043188902676,2
49,-0.00894079986383169,0.9909921115246874,2
50,5.937695196910079,-3.168236171043308,0
51,-1.2529826575420022,1.1612168139057,1
52,-0.9770102434403893,1.0294678006706792,1
53,-2.4396416755901082,-0.5046000662808197,1
54,6.446802369814369,0.8046563905558888,0
55,-1.7288651350853284,-0.6965492061037353,1
56,-2.69388937629244,-0.792518355361657,1
57,3.415235730595168,-0.045216743189347666,0
58,-1.8145164893248833,0.4560737028767336,1
59,-2.7580752857111506,-0.24856229880091021,1
60,-2.0359560559320795,0.036789003553165306,1
61,-2.3172840534556176,-0.7023848448077044,1
62,-1.7132794236530615,1.3770472225158024,1
63,4.279610249694811,2.430348029706998,0
64,-1.3328607164302622,1.9046351746400785,2
65,-1.685079786481223,-0.5589029370087477,1
66,-1.5736155128539964,1.2543479628169645,1
67,3.7096466442835667,0.9142155338638942,0
68,-0.9544425482325172,-0.722271940923445,1
69,-1.732513455317246,-0.5554241851699855,1
70,0.7336467896316887,1.1799638442838736,2
71,-0.9380309962772085,0.30450422873557387,1
72,-2.5394298148332717,-0.03177922367947894,1
73,-2.4276427451034817,-1.2739925524740103,1
74,-1.8362986021828502,-0.4141571810414368,1
75,4.446235821432194,-3.5221003752268194,0
76,3.000521216244992,0.9132337266081503,0
77,-1.7994010285154134,0.08809607978426134,1
78,-0.1511173906655152,-2.015294971131968,1
79,0.03142320568060755,2.5457826107195736,2
80,-1.6264760446253137,0.9329330175155112,1
81,-2.0922734826371765,0.821562938317697,1
82,3.9880869613853362,-0.3530828998326099,0
83,-2.336485549201696,-0.7296969787801892,1
84,6.877761258407064,1.5396297688402896,0
85,2.7318639182542075,2.952177289062496,2
86,6.600716651621713,-1.7795703859999694,0
87,-2.2204347096597568,0.3211397217429725,1
88,-2.649297256999499,-1.0574854516026186,1
89,-1.1595744265017203,0.5109541874703902,1
90,-2.8584668196405727,-0.8005445612128534,1
91,-1.656297494635927,-2.2310724175748855,1
92,-2.544950733580913,-0.31739884697772536,1
93,-0.6965650715585946,-2.281796379342371,1
94,2.638304560839938,0.19822555780325335,0
95,-2.0648956345871827,0.8261598534085342,1
96,5.359434860462979,0.9276263222739085,0
97,1.8443745458288283,1.1052336120104627,2
98,-1.8658260160667104,-0.3311626995199418,1
99,-1.9239874969179642,-0.7220184355600554,1
100,-2.7684765931757607,0.5199898668001528,1
101,-2.772076495974193,-1.2013493096277035,1
102,-1.9605190516202142,-0.47415866437151905,1
103,5.1917967839597585,1.5434696446429808,0
104,0.09238855235013801,-0.33912880409676416,1
105,0.1373343166993605,-0.3749038139329016,1
106,8.467716702343363,-2.9790856935265158,0
107,-1.5510894064518355,1.6837135223190856,2
108,-0.5514899436661962,1.7167938885327234,2
109,1.3902234166127725,-1.6630919576058063,0
110,-2.4253793160793666,-0.1832628674672152,1
111,5.722996049361527,0.08980644297921911,0
112,7.222099617224615,-0.6411170066832101,0
113,-1.6176574272108128,-0.21616179373704292,1
114,4.349753200967954,0.20102255292800214,0
115,0.9517507838539188,2.070291608377745,2
116,-1.4784119188854987,0.6202328907562877,1
117,-2.589379363272308,-0.7150522414990592,1
118,-2.5943533216229366,-1.0468859447903378,1
119,0.20014857912488163,0.08862042209594179,2
120,-2.238908949314507,-1.4820467580479175,1
121,-2.3625322223778253,-1.2144674377261806,1
122,-0.5563267830612166,0.47585077744016996,1
123,-2.300140012789137,-0.3650574582191814,1
124,2.9338055673393653,-0.638965988676474,0
125,5.579080665451855,0.7659508774181563,0
126,6.150426305790623,-0.034693338557803495,0
127,-1.6389786912413666,-0.7193922601196594,1
128,3.364957890417603,-1.0680128481374735,0
129,-2.2950386989117986,0.5833795565350641,1
130,6.9217457949547105,0.17665559946496234,0
131,-1.7246076085087196,-0.43261976489974097,1
132,-1.7847590320307603,-0.5880498309552447,1
133,-0.14000345031593678,0.8434370565820759,2
134,3.7243796258468556,0.20628749260817764,0
135,3.24122815562569,0.8929174544959733,0
136,3.7603857406393955,0.5657276191240157,0
137,4.952526241191679,-1.803369961891427,0
138,-1.8626525965173042,-0.4405567104954568,1
139,-1.6176574272108128,-0.21616179373704292,1
140,-1.2601852291009776,-1.9704300119513747,1
141,0.8510686456446014,2.4724794701530355,2
142,-1.3579411755255137,2.0062850999224144,2
